step,item,status,reinserts,hit_ratio
30,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",MISS,0,0.233333
31,"orientation change is complete, call stopFreezingDisplayLocked",MISS,0,0.225806
32,Screen frozen for +1s0ms due to Window{ca98d5 u0 com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity},MISS,0,0.218750
33,startAnimation begin,MISS,0,0.212121
34,startAnimation end,MISS,0,0.205882
35,"release:lock=226887582, flg=0x0, tag=""SCREEN_FROZEN"", name=android"", ws=null, uid=1000, pid=1702",MISS,0,0.200000
36,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.222222
37,remove(PendingIntent{19abed0: PendingIntentRecord{a485420 com.tencent.qt.qtl broadcastIntent}}) changed bounds; rebatching,MISS,0,0.216216
38,"rotationForOrientationLw(orient=1, last=0); user=0 USER_ROTATION_LOCKED",MISS,0,0.210526
39,"Application requested orientation 1, got rotation 0 which has compatible metrics",MISS,0,0.205128
40,"acquire lock=166121161, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",MISS,0,0.200000
41,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.219512
42,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.238095
43,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.255814
44,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.272727
45,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.288889
46,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.304348
47,shouldBlockLocation running ...,MISS,0,0.297872
48,shouldBlockLocation  ret:false,MISS,0,0.291667
49,shouldBlockLocation running ...,HIT,0,0.306122
50,shouldBlockLocation  ret:false,HIT,0,0.320000
51,getNeighboringCellInfo calling app is com.amap.android.ams,MISS,0,0.313725
52,shouldBlockLocation running ...,HIT,0,0.326923
53,shouldBlockLocation  ret:false,HIT,0,0.339623
54,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.351852
55,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.363636
56,shouldBlockLocation running ...,HIT,0,0.375000
57,shouldBlockLocation  ret:false,HIT,0,0.385965
58,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.396552
59,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.406780
60,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.416667
61,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.426230
62,"release:lock=166121161, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",MISS,0,0.419355
63,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.428571
64,shouldBlockLocation running ...,HIT,0,0.437500
65,shouldBlockLocation  ret:false,HIT,0,0.446154
66,"release:lock=264232593, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",MISS,0,0.439394
67,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",MISS,0,0.432836
68,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",MISS,0,0.426471
69,HBM brightnessIn =38,MISS,0,0.420290
70,HBM brightnessOut =38,MISS,0,0.414286
71,"Animating brightness: target=38, rate=200",MISS,0,0.408451
72,"userActivityNoUpdateLocked: eventTime=261849942, event=2, flags=0x0, uid=1000",MISS,0,0.402778
73,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.410959
74,suspendAutohide,MISS,0,0.405405
75,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,MISS,0,0.400000
76,"interceptKeyBeforeQueueing: key 4 , result : 1",MISS,0,0.394737
77,"userActivityNoUpdateLocked: eventTime=261849949, event=1, flags=0x0, uid=1000",MISS,0,0.389610
78,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.397436
79,resumeSuspendedAutohide,MISS,0,0.392405
80,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,MISS,0,0.387500
81,"interceptKeyBeforeQueueing: key 4 , result : 1",HIT,0,0.395062
82,querySoundEffectsEnabled...,MISS,0,0.390244
83,"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10113}, uid=1000, pid=1702",MISS,0,0.385542
84,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.392857
85,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",MISS,0,0.388235
86,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,MISS,0,0.383721
87,"setSystemUiVisibility vis=508 mask=ffffffff oldVal=40000500 newVal=508 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",MISS,0,0.379310
88,cancelAutohide,HIT,0,0.386364
89,"notifyUiVisibilityChanged:vis=0x508, SystemUiVisibility=0x508",MISS,0,0.382022
90,Bad activity token: android.os.BinderProxy@2bd79ce,MISS,0,0.377778
91,java.lang.ClassCastException: android.os.BinderProxy cannot be cast to com.android.server.am.ActivityRecord$Token,MISS,0,0.373626
92,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,HIT,0,0.380435
93,"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702",HIT,0,0.387097
94,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.393617
95,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",HIT,0,0.400000
96,"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",HIT,0,0.406250
97,cancelAutohide,HIT,0,0.412371
98,"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500",HIT,0,0.418367
99,"userActivityNoUpdateLocked: eventTime=261850777, event=2, flags=0x0, uid=1000",MISS,0,0.414141
100,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.420000
101,suspendAutohide,HIT,0,0.425743
102,suspendAutohide,HIT,0,0.431373
103,"onTouchEvent::0, x=271.0, y=14.0",MISS,0,0.427184
104,schedulePeek,MISS,0,0.423077
105,getRingtonePlayer...,MISS,0,0.419048
106,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,MISS,0,0.415094
107,suspendAutohide,HIT,0,0.420561
108,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",MISS,0,0.416667
109,"updateLightsLocked,turn off notificationLight",MISS,0,0.412844
110,getRingtonePlayer...,HIT,0,0.418182
111,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",HIT,0,0.423423
112,"updateLightsLocked,turn off notificationLight",HIT,0,0.428571
113,"overlapAmount:196.0, previousNotificationEnd:0.0, newYTranslation:-196.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-529",MISS,0,0.424779
114,"state.clipTopAmount:180, i:0",MISS,0,0.421053
115,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-529.0",MISS,0,0.417391
116,updateDimmedActivatedHideSensitive overlap:true,MISS,0,0.413793
117,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,HIT,0,0.418803
118,"setSystemUiVisibility vis=40000600 mask=ffffffff oldVal=40000500 newVal=40000600 diff=300 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",MISS,0,0.415254
119,"notifyUiVisibilityChanged:vis=0x40000600, SystemUiVisibility=0x40000600",MISS,0,0.411765
120,suspendAutohide,HIT,0,0.416667
121,onExpandingStarted,MISS,0,0.413223
122,suspendAutohide,HIT,0,0.418033
123,onTrackingStarted,MISS,0,0.414634
124,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,MISS,0,0.411290
125,suspendAutohide,HIT,0,0.416000
126,"overlapAmount:146.0, previousNotificationEnd:0.0, newYTranslation:-146.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-479",MISS,0,0.412698
127,"state.clipTopAmount:130, i:0",MISS,0,0.409449
128,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-479.0",MISS,0,0.406250
129,updateDimmedActivatedHideSensitive overlap:true,HIT,0,0.410853
130,suspendAutohide,HIT,0,0.415385
131,"overlapAmount:119.0, previousNotificationEnd:0.0, newYTranslation:-119.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-452",MISS,0,0.412214
132,"state.clipTopAmount:103, i:0",MISS,0,0.409091
133,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-452.0",MISS,0,0.406015
134,updateDimmedActivatedHideSensitive overlap:true,HIT,0,0.410448
135,suspendAutohide,HIT,0,0.414815
136,"overlapAmount:85.0, previousNotificationEnd:0.0, newYTranslation:-85.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-418",MISS,0,0.411765
137,"state.clipTopAmount:69, i:0",MISS,0,0.408759
138,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-418.0",MISS,0,0.405797
139,updateDimmedActivatedHideSensitive overlap:true,HIT,0,0.410072
140,suspendAutohide,HIT,0,0.414286
141,"overlapAmount:46.0, previousNotificationEnd:0.0, newYTranslation:-46.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-379",MISS,0,0.411348
142,"state.clipTopAmount:30, i:0",MISS,0,0.408451
143,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-379.0",MISS,0,0.405594
144,updateDimmedActivatedHideSensitive overlap:true,HIT,0,0.409722
145,suspendAutohide,HIT,0,0.413793
146,"overlapAmount:5.0, previousNotificationEnd:0.0, newYTranslation:-5.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-338",MISS,0,0.410959
147,"state.clipTopAmount:-1, i:0",MISS,0,0.408163
148,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-338.0",MISS,0,0.405405
149,updateDimmedActivatedHideSensitive overlap:true,HIT,0,0.409396
150,suspendAutohide,HIT,0,0.413333
151,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-293.0",MISS,0,0.410596
152,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.414474
153,suspendAutohide,HIT,0,0.418301
154,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-250.0",MISS,0,0.415584
155,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.419355
156,suspendAutohide,HIT,0,0.423077
157,suspendAutohide,HIT,0,0.426752
158,"onTouchEvent::1, x=296.0, y=327.0",MISS,0,0.424051
159,cancelPeek: false,MISS,0,0.421384
160,"flingToHeight: vel=2849.079, expand=true, target=553.0, collapseSpeedUpFactor=1.0, expandBecauseOfFalsing=false",MISS,0,0.418750
161,onTrackingStopped: true,MISS,0,0.416149
162,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-240.0",MISS,0,0.413580
163,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.417178
164,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-200.0",MISS,0,0.414634
165,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.418182
166,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-168.0",MISS,0,0.415663
167,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.419162
168,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-139.0",MISS,0,0.416667
169,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.420118
170,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-113.0",MISS,0,0.417647
171,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.421053
172,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-90.0",MISS,0,0.418605
173,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.421965
174,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-72.0",MISS,0,0.419540
175,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.422857
176,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-55.0",MISS,0,0.420455
177,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.423729
178,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-40.0",MISS,0,0.421348
179,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.424581
180,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-29.0",MISS,0,0.422222
181,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.425414
182,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-19.0",MISS,0,0.423077
183,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.426230
184,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-11.0",MISS,0,0.423913
185,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.427027
186,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-6.0",MISS,0,0.424731
187,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.427807
188,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-2.0",MISS,0,0.425532
189,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.428571
190,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-1.0",MISS,0,0.426316
191,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.429319
192,onExpandingFinished,MISS,0,0.427083
193,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",MISS,0,0.424870
194,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.427835
195,Sending non-protected broadcast com.android.systemui.statusbar.visible.change from system 2227:com.android.systemui/u0a37 pkg com.android.systemui,MISS,0,0.425641
196,logNotificationVisibilityChanges runInThread start,MISS,0,0.423469
197,onNotificationVisibilityChanged called,MISS,0,0.421320
198,logNotificationVisibilityChanges runInThread over,MISS,0,0.419192
199,isSimPinSecure mSimDatas is null or empty,MISS,0,0.417085
200,registerCallback not in UI.,MISS,0,0.415000
201,android.util.AndroidRuntimeException: Must execute in UI,MISS,0,0.412935
202,*** register callback for com.android.systemui.statusbar.policy.KeyguardMonitor@712d093,MISS,0,0.410891
203,registerCallback not in UI.,MISS,0,0.408867
204,android.util.AndroidRuntimeException: Must execute in UI,HIT,0,0.411765
205,*** unregister callback for null,MISS,0,0.409756
206,[PhoneIntfMgr] getDataEnabled: subId=1 phoneId=1,MISS,0,0.407767
207,[PhoneIntfMgr] getDataEnabled: subId=1 retVal=true,MISS,0,0.405797
208,"userActivityNoUpdateLocked: eventTime=261851646, event=2, flags=0x0, uid=1000",MISS,0,0.403846
209,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.406699
210,"onInterceptTouchEvent MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=317.0, y[0]=419.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=261851646, downTime=261851646, deviceId=3, source=0x1002 }, mBlockTouches=false",MISS,0,0.404762
211,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",MISS,0,0.402844
212,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.405660
213,"onInterceptTouchEvent MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=317.0, y[0]=419.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=261851713, downTime=261851646, deviceId=3, source=0x1002 }, mBlockTouches=false",MISS,0,0.403756
214,playSoundEffect   effectType: 0,MISS,0,0.401869
215,querySoundEffectsEnabled...,HIT,0,0.404651
216,"animateCollapsePanels:flags=2, force=true, delayed=true, mExpandedVisible=true",MISS,0,0.402778
217,onExpandingStarted,HIT,0,0.405530
218,logNotificationVisibilityChanges runInThread start,MISS,0,0.403670
219,onNotificationVisibilityChanged called,HIT,0,0.406393
220,logNotificationVisibilityChanges runInThread over,MISS,0,0.404545
221,START u0 {act=com.tencent.mobileqq.action.MAINACTIVITY flg=0x14000000 cmp=com.tencent.mobileqq/.activity.SplashActivity (has extras)} from uid 10111 on display 0,MISS,0,0.402715
222,"ActivityRecord info: ActivityInfo{d1c8e63 com.tencent.mobileqq.activity.SplashActivity}, euid: 0",MISS,0,0.400901
223,"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=40000600 newVal=40000500 diff=300 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",MISS,0,0.399103
224,"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500",HIT,0,0.401786
225,"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10111}, uid=1000, pid=1702",MISS,0,0.400000
226,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",HIT,0,0.402655
227,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",HIT,0,0.405286
228,onNotificationClick called,MISS,0,0.403509
229,"cancelNotification,index:0",MISS,0,0.401747
230,"cancelNotification,cancelNotificationLocked,callingUid = 10037,callingPid = 2227",MISS,0,0.400000
231,"cancelNotificationLocked called,tell the app,reason = 1",MISS,0,0.398268
232,cancelNotificationLocked:0|com.tencent.mobileqq|121|null|10111,MISS,0,0.396552
233,"cancelNotificationLocked,remove =com.tencent.mobileqq",MISS,0,0.394850
234,applyOptionsLocked: Unknown animationType=0,MISS,0,0.393162
235,cancelPeek: false,HIT,0,0.395745
236,"flingToHeight: vel=0.0, expand=false, target=0.0, collapseSpeedUpFactor=1.0, expandBecauseOfFalsing=false",MISS,0,0.394068
237,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-6.0",MISS,0,0.392405
238,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.394958
239,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-21.0",MISS,0,0.393305
240,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.395833
241,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-43.0",MISS,0,0.394191
242,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.396694
243,"Taking screenshot from Surface with crop:[Rect(0, 48 - 720, 1208)], width:[432], height:[696], minLayer:[21085], maxLayer:[21085], inRotation:[false], rot:[0]",MISS,0,0.395062
244,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-70.0",MISS,0,0.393443
245,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.395918
246,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-102.0",MISS,0,0.394309
247,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.396761
248,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-139.0",HIT,0,0.399194
249,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.401606
250,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",HIT,0,0.404000
251,"updateLightsLocked,turn off notificationLight",HIT,0,0.406375
252,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-178.0",MISS,0,0.404762
253,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.407115
254,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-222.0",MISS,0,0.405512
255,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.407843
256,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=-270.0",MISS,0,0.406250
257,updateDimmedActivatedHideSensitive overlap:false,HIT,0,0.408560
258,removeNotification:0|com.tencent.mobileqq|121|null|10111,MISS,0,0.406977
259,"updateNotificationShade: total=0, active=0",MISS,0,0.405405
